,,,,Belize Affected Exports to the USA (Top 100),,,
,,,,,,,
,,,,,,,
,HS,SITC,Country,DESCRIPTION,  Exports to USA (USD)  ,  Quantity  (KG) ,Affected
,17011490,0,BZ,"Raw cane sugar (other than those specified in Subheading Note 2 to this Chapter), not containing added flavouring or colouring matter, other than for retail sale in packages of not more than 10kg.","  10,496,657 ","  16,816,980 ",affected
,03061100,0,BZ,"Rock lobster and other sea crawfish (palinurus spp., panulirus spp., jasus spp.), frozen.","  7,417,591 ","  196,297 ",affected
,03079920,0,BZ,"Conch, other than live, fresh or chilled","  6,060,164 ","  378,569 ",affected
,17039000,0,BZ,"Molasses (other than cane molasses), resulting from the extraction or refining of sugar.","  4,940,153 ","  21,478,126 ",affected
,85094020,7,BZ,"Electro-mechanical fruit or vegetable juice extractors, for domestic use.","  2,521,875 ","  20,920 ",affected
,21039010,0,BZ,Pepper sauce.,"  2,228,889 ","  565,579 ",affected
,84071000,7,BZ,Spark-ignition reciprocating or rotary internal combustion piston engines for aircraft.,"  1,442,324 ","  3,946 ",affected
,33011200,5,BZ,Essential oils of orange.,"  1,305,344 ","  85,602 ",affected
,22084010,1,BZ,"Rum and other spirits obtained by distilling fermented sugarcane products, in bottles of a strength not exceeding 46% vol.","  1,097,121 ","  108,845 ",affected
,71131910,8,BZ,"Articles of jewellery and parts thereof, of gold.","  596,241 ",  167 ,affected
,03079110,0,BZ,"Conch live, fresh or chilled","  478,753 ","  30,754 ",affected
,89039900,7,BZ,"Other non-inflatable yachts, rowing boats, canoes and vessels for pleasure or sports.","  470,790 ","  19,113 ",affected
,08039011,0,BZ,"Bananas, fresh.","  451,728 ","  1,628,905 ",affected
,08072000,0,BZ,"Papaws (papayas), fresh.","  328,512 ","  566,801 ",affected
,98010000,9,BZ,Personal and household effects,"  319,260 ","  59,192 ",affected
,08011990,0,BZ,"Other coconuts, fresh or dried, whether or not shelled or peeled.","  298,495 ","  430,400 ",affected
,20093113,0,BZ,"Lime juice (other than for infant use), of a brix value not exceeding 20, in packages put up for retail sale, not concentrated","  292,149 ","  88,406 ",affected
,08011200,0,BZ,"Coconuts, in the inner shell (endocarp).","  284,698 ","  425,057 ",affected
,87032490,7,BZ,"Vehicles with spark-ignition internal combustion reciprocating piston engine of cylinder capacity exceeding 3000cc, other than those completely knocked down for assembly in plants approved for the purpose by the  Competent Authority.","  248,363 ","  14,075 ",affected
,08031010,0,BZ,"Plantains, fresh.","  218,283 ","  959,130 ",affected
,61091010,8,BZ,"T-shirts, knitted or crocheted, of cotton.","  216,048 ","  12,042 ",affected
,18010010,0,BZ,"Raw cocoa beans, whole or broken.","  205,303 ","  35,354 ",affected
,91022100,8,BZ,"Wrist-watches (other than those with case of precious metal or of metal clad with precious metal), not electrically operated, whether or not incorporating a stop-watch facility, with automatic winding.","  198,410 ",  54 ,affected
,03061400,0,BZ,"Crabs, frozen.","  169,137 ","  2,772 ",affected
,88032000,7,BZ,"Under-carriages and parts thereof, of goods of heading 88.01or 88.02 (SITC 792 excluding 792.83).","  161,842 ","  2,211 ",affected
,84224000,7,BZ,Other packing or wrapping machinery (including heat-shrink wrapping machinery).,"  154,591 ","  3,552 ",affected
,84322100,7,BZ,Disc harrows.,"  129,326 ","  7,167 ",affected
,84781000,7,BZ,Machinery for preparing or making up tobacco.,"  110,963 ","  7,713 ",affected
,94032090,8,BZ,"Metal furniture, other than of a kind used in offices, schools, churches or laboratories.","  104,277 ","  1,009 ",affected
,94016900,8,BZ,"Other seats, with wooden frames, not upholstered.","  99,789 ","  13,064 ",affected
,11031300,0,BZ,"Groats and meal, of maize (corn).","  98,580 ","  136,078 ",affected
,07133910,0,BZ,"Blackeye peas, dried, shelled, whether or not skinned or split.","  95,871 ","  69,763 ",affected
,87169090,7,BZ,Parts of the trailers and semi-trailers and of the other non-mechanically propelled vehicles (other than wheelbarrows) of heading 87.16 (SITC 786).,"  92,280 ","  1,134 ",affected
,71023900,6,BZ,"Non-industrial diamonds (other than those unworked or simply sawn, cleaved or bruted), not mounted or set.","  90,922 ",  23 ,affected
,03011990,0,BZ,"Live ornamental fish, other than freshwater fish, other than for breeding.","  85,131 ","  11,325 ",affected
,71129900,2,BZ,"Waste and scrap (other than ash) of precious metal or of metal clad with precious metal, other than gold or platinum; other waste and scrap containing precious metal or precious metal compounds, of a kind used principally for the recovery of precious meta","  80,306 ",  58 ,affected
,87089990,7,BZ,"Other parts and accessories for the motor vehicles of headings 87.02 to 87.05 (SITC 781, 782 and 783.1).","  76,467 ","  7,502 ",affected
,84099990,7,BZ,"Parts suitable for use solely or principally with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), other than those for road motor vehicles or for marine craft.","  75,538 ","  2,074 ",affected
,91021900,8,BZ,"Other wrist watches (other than those with case of precious metal or of metal clad with precious metal), electrically operated, whether or not incorporating a stop-watch facility.","  62,845 ",  15 ,affected
